RD;SECTION;TMJA_S1;TMJA_S2;TMJA_S3;TMJO_S1;TMJO_S2;TMJO_S3;T_HPM_S1;HPM_S1;T_HPS_S1;HPS_S1;T_HPM_S2;HPM_S2;T_HPS_S2;HPS_S2;SENS1_DE;SENS1_VERS;SENS2_DE;SENS2_VERS;COMMUNE_COMPTEUR;TMJA_AA;TYPE_COMPTAGE;PERIODICITE;ANNEE_COMPTAGE;MOIS_COMPTAGE;TYPE_DU_COMPTEUR;st_length_;Geo Point;Geo Shape;ID
D130;2210;6815;6755;13570;7240;7121;14361;442;08:00;626;18:00;604;08:00;489;18:00;Paris;Province;Province;Paris;VANVES;13570 (11);TOURNANT;TRIENNALE;2011;SEPTEMBRE;TUBES;497.0643;48.8191574263,2.28761156452;"{""coordinates"": [[2.28461401228784, 48.81821236838071], [2.284770758961914, 48.818203412299624], [2.284924410850814, 48.818221419725404], [2.285374958734966, 48.8183392356703], [2.285826834793748, 48.81845975521366], [2.286180636462283, 48.81858148697957], [2.286798409890363, 48.81882081234464], [2.286982759969588, 48.81888486940503], [2.288258510402439, 48.81941321537194], [2.28836407154987, 48.81946241086856], [2.288454715713043, 48.81950701992569], [2.288594373029248, 48.81955281988391], [2.289039261527428, 48.81968767649154], [2.289376785022661, 48.819805703858016], [2.289593667662268, 48.819881641126926], [2.289601814321194, 48.81988348835505], [2.289882190323318, 48.81999757718033], [2.290197743457443, 48.820128962811374], [2.290566241488927, 48.82027325249891]], ""type"": ""LineString""}";2210_2011
D986;77;22495;0;22495;23251;0;23251;1960;09:00;1672;18:00;0;;0;;;;;;;22495 (13);TOURNANT;ANNUELLE;2013;;TUBES;56.3341;48.7631652698,2.30946675584;"{""coordinates"": [[2.309101307799923, 48.76324334639752], [2.309544768514437, 48.76314517467012], [2.309833850263432, 48.763095577914434]], ""type"": ""LineString""}";77_2013
D986;78;15464;0;15464;15915;0;15915;1042;08:00;1166;18:00;0;;0;;Département 94;Clamart;Clamart;Département 94;ANTONY;15464 (13);TOURNANT;ANNUELLE;2013;NOVEMBRE;TUBES;1300.3247;48.7619813639,2.30076709987;"{""coordinates"": [[2.292488037750978, 48.76114935039499], [2.29266530798676, 48.76111892042993], [2.293254690912974, 48.760995589689756], [2.293476014620488, 48.76092674330572], [2.293532105126944, 48.760903689211446], [2.294277752700156, 48.76059239683723], [2.294356069662571, 48.76053529566694], [2.294603684976338, 48.760534060631215], [2.294750417510887, 48.76054841890181], [2.294881956150213, 48.760579775770765], [2.295472703357766, 48.76075775210359], [2.295781790675146, 48.76083872505836], [2.295798054024466, 48.760843317938914], [2.296107396392845, 48.76090540349125], [2.296754784921328, 48.761019847873634], [2.29729367686875, 48.76110936567307], [2.297448234188593, 48.76114895007461], [2.297578210048893, 48.761195585862794], [2.297777660146738, 48.76123543454267], [2.298116705259981, 48.76131477848697], [2.298448890250183, 48.761398578040826], [2.298474675505813, 48.76140322691716], [2.298634471367925, 48.76145813150527], [2.299551437042799, 48.761659588487724], [2.300231164877055, 48.761798488278465], [2.301546837246411, 48.76209580670819], [2.301910392203897, 48.76217438371391], [2.302062368106198, 48.76220405335738], [2.302217234264183, 48.76222114861774], [2.302437265232274, 48.76224851707779], [2.302560673970558, 48.76227801970552], [2.302620470064226, 48.76228286612366], [2.302895772439459, 48.76234833290955], [2.303102877541976, 48.76242689242977], [2.303475648112932, 48.76252890337205], [2.303724948803554, 48.76260590911913], [2.304048784983507, 48.762704935104416], [2.304490591307014, 48.76283342955597], [2.30525552696263, 48.76301237050109], [2.30541025141868, 48.763040253622], [2.305602888881727, 48.76308184790056], [2.306204179208475, 48.763187877484945], [2.306425553351549, 48.763217045067854], [2.306698467124263, 48.76325820501433], [2.307093553800972, 48.76331986021805], [2.307545600156509, 48.7633953351457], [2.307868767116581, 48.76344307905618], [2.308175848509794, 48.76347274093335], [2.308294299324474, 48.76346623187509], [2.308363739147594, 48.76346213633101], [2.308513681334846, 48.763440518857486], [2.308733563001246, 48.76337703233123], [2.308920984985971, 48.76329896770829], [2.309101307799923, 48.76324334639752]], ""type"": ""LineString""}";78_2013
D992;156;34828;36016;70844;34744;36970;71714;1973;08:00;3053;18:00;2827;08:00;2124;14:00;Paris;Province;Province;Paris;COLOMBES;70844 (14);TOURNANT;ANNUELLE;2014;MARS;TUBES;527.3102;48.9197440535,2.22164119332;"{""coordinates"": [[[2.223005148103296, 48.91902148052961], [2.222888350291143, 48.91907558098012], [2.222780007635845, 48.9191117498151], [2.222641446029267, 48.919161212773744], [2.222538292404695, 48.91921540135424], [2.222389452745048, 48.9193133597673], [2.221641978893702, 48.919839101253814], [2.221342886639676, 48.92003770406597], [2.220487385399624, 48.9206679555477]], [[2.220326479308631, 48.92056888373077], [2.221199570984168, 48.919948640580316], [2.22192636809693, 48.919437157062774], [2.222194286664342, 48.91922396005519], [2.222231329418852, 48.91921071112331], [2.222806137668748, 48.918824139008876]]], ""type"": ""MultiLineString""}";156_2014
D63;1270;11789;11498;23287;13006;12605;25611;1322;08:00;1027;17:00;1156;08:00;984;17:00;Paris;Province;Province;Paris;CHATENAY MALABRY;23287 (11);TOURNANT;TRIENNALE;2011;NOVEMBRE;TUBES;1433.804;48.7607535518,2.27075367696;"{""coordinates"": [[[2.269591485032124, 48.75766201439527], [2.269597708013675, 48.75770342678732], [2.269618389112759, 48.75778090515786], [2.269653819922296, 48.7578737636017], [2.269702879531054, 48.757964907322695], [2.269812899354986, 48.758171551032746], [2.270063335541936, 48.75864888430281], [2.270219773960169, 48.758941258226336], [2.270320263944781, 48.75914874287929], [2.270436738584967, 48.75938060965082], [2.27052680061001, 48.75955565034878], [2.27059391395761, 48.75971795878652], [2.270667589784084, 48.75989739651071], [2.270733330810572, 48.76006059548847], [2.270758397886134, 48.76011651438191], [2.270759695444378, 48.760121019371745], [2.270946843535558, 48.760552991845], [2.270968813792313, 48.76063587331358], [2.270981189482018, 48.76082123321573], [2.271003831455692, 48.761927675951185], [2.271015701675943, 48.762051870547104], [2.271075590999329, 48.76224471514972], [2.271112387884866, 48.76233758173641], [2.271200175161162, 48.762481127434576], [2.271278679841464, 48.76260752740986], [2.271420292788161, 48.76279367404049], [2.271728148618116, 48.7631562247206], [2.271733489307011, 48.76316345338779], [2.271825700671329, 48.76328274060341], [2.271877350603005, 48.76338379165659], [2.271944923604917, 48.76370889871317], [2.271980839616798, 48.763767581433996], [2.272027925722185, 48.76380564452718]], [[2.271784087958142, 48.76382754357287], [2.271837250704955, 48.763722633449866], [2.271769729217242, 48.76339392925533], [2.271725953133735, 48.76331361222737], [2.271631097033143, 48.763188912058666], [2.271324588889044, 48.76282726901807], [2.271178945008451, 48.76263749928559], [2.27109779570934, 48.76250568635639], [2.271007337739812, 48.76235852712459], [2.270971939101444, 48.76226297043275], [2.270970628405877, 48.76225936471294], [2.270908056844282, 48.762063805872984], [2.270880315536795, 48.76190713480052], [2.270864101619806, 48.760827713331246], [2.270861766445209, 48.76070267810091], [2.270860493644645, 48.7606963736711], [2.270845451055443, 48.760604539979006], [2.270839201915265, 48.76056492620886], [2.27065336532306, 48.76013655928494], [2.270612276354556, 48.76005895689449], [2.270458643984909, 48.75985744473187], [2.270404066125292, 48.75977166510457], [2.270372675211857, 48.75968152974931], [2.270342947485896, 48.75956981785808], [2.270320183842957, 48.759446455967556], [2.270316643859069, 48.75940775782804], [2.270273929784986, 48.759251894339144], [2.270213305495116, 48.759112111588514], [2.270005286341168, 48.75871418848302], [2.269913578874258, 48.75855982372629], [2.269563201441045, 48.75793347147689], [2.269432449975068, 48.75765294708868]]], ""type"": ""MultiLineString""}";1270_2011
D63;1280;7936;7738;15674;8465;8308;16773;763;08:00;685;18:00;770;08:00;661;18:00;Paris;Province;Province;Paris;CHATENAY MALABRY;15674 (11);TOURNANT;TRIENNALE;2011;NOVEMBRE;TUBES;1576.9459;48.7703589209,2.27456862852;"{""coordinates"": [[[2.273027220620425, 48.76795810906057], [2.27278743561758, 48.76768771975539], [2.272668029701478, 48.767566469694174], [2.272598612174566, 48.76747070712605], [2.272577620474607, 48.7674148145276], [2.272529156728194, 48.767182466516736], [2.272519701606706, 48.76707987364669], [2.272394929441696, 48.76636766393645], [2.272273990475254, 48.76567346618918], [2.272251345657189, 48.765541111168446], [2.272214827277657, 48.76533042214161], [2.272193041758901, 48.765234050112134], [2.272177605992967, 48.765170096691115], [2.272098119518075, 48.76472349318956], [2.272047120373713, 48.76438049895965], [2.272014508720309, 48.7641824245898], [2.271995569659001, 48.76407707615942], [2.271971796981637, 48.7640256634322]], [[2.273027220620425, 48.76795810906057], [2.273030713908619, 48.76800040416522], [2.273136616599783, 48.76811437627321], [2.273206009994861, 48.76821193704241], [2.273309030230307, 48.76833758407342], [2.273340221956186, 48.76834496994058]], [[2.273340221956186, 48.76834496994058], [2.273360867187589, 48.76832800575272], [2.27333241399847, 48.76822170076454], [2.273307390735761, 48.768162185405494], [2.273252447880977, 48.768101589446715], [2.273088231491797, 48.767973770704785], [2.273027220620425, 48.76795810906057]], [[2.273340221956186, 48.76834496994058], [2.273568365610827, 48.768670151860846], [2.273592004359082, 48.76873145709613], [2.27371952043677, 48.76905242902496], [2.274098511501535, 48.76997844536578], [2.274164226222489, 48.770145239283806]], [[2.274197061874392, 48.770328022637024], [2.274138694717369, 48.77031777440606], [2.274088578637512, 48.770301280161924], [2.27405899536562, 48.77027591590704], [2.274048636469133, 48.770238076892035], [2.274058760998276, 48.770194965868484], [2.274089093555074, 48.770166368555685], [2.27413149747576, 48.77015043661228], [2.274164226222489, 48.770145239283806]], [[2.274197061874392, 48.770328022637024], [2.274248863059932, 48.77032114172483], [2.274292676819884, 48.770301620337925], [2.27432022610232, 48.77027750301868], [2.274325869194518, 48.77026314640313], [2.274333021994563, 48.77023800624613], [2.27432263688949, 48.77020196578823], [2.274293192536088, 48.77016670963866], [2.274249916445325, 48.77014755884209], [2.274198327062905, 48.77013915036977], [2.274164226222489, 48.770145239283806]], [[2.278299201976779, 48.77645367493678], [2.277863039807284, 48.775815147923915], [2.277116314360886, 48.774412927319396], [2.277008877620788, 48.77421170551304], [2.277006367289907, 48.774196399899424], [2.276827585733895, 48.77384094479992], [2.276731475023338, 48.77370634845992], [2.276631108488051, 48.7735843187982], [2.276507548500453, 48.773466645078], [2.276312509730313, 48.773302667594784], [2.276157930845855, 48.773165018669054], [2.275969611605719, 48.77300737746979], [2.275757287336271, 48.77281451270386], [2.27558919178032, 48.772670485011204], [2.275166825298933, 48.77212107226383], [2.275066690111526, 48.77198285166531], [2.275049339519577, 48.77195846244217], [2.274910558737842, 48.77176154461515], [2.274783811947649, 48.77157999062123], [2.274729313846541, 48.771487018997995], [2.274673494469322, 48.77139134095718], [2.274505898387192, 48.77101616155512], [2.274436262247038, 48.770837651558864], [2.274404494978102, 48.7707735998206], [2.274305552572023, 48.77054994075118], [2.274197061874392, 48.770328022637024]]], ""type"": ""MultiLineString""}";1280_2011
D920;1;18628;26247;44875;19358;27618;46976;1265;09:00;1280;20:00;1578;11:00;1782;17:00;Montrouge;Bagneux;Montrouge;Paris;MONTROUGE;44875 (13);TOURNANT;ANNUELLE;2013;SEPTEMBRE;TUBES;2340.2267;48.8144458854,2.32596896724;"{""coordinates"": [[[2.326392021566824, 48.80941078317248], [2.326298863884075, 48.809454328146394], [2.326204447837728, 48.80948977161858], [2.326196849733231, 48.809550887515414], [2.326208932329697, 48.809669675576615], [2.326441063516506, 48.809936304255885], [2.326624900601039, 48.81014689770607], [2.326654030996801, 48.8102109187221], [2.326632108390378, 48.8103268166801], [2.326603111037641, 48.810463360672685], [2.326526656379628, 48.8106895757541], [2.326496553198889, 48.81080632778559], [2.326473767470246, 48.8108835463888], [2.326304041965984, 48.81147798675616], [2.3261249772698, 48.81205708334529], [2.325992401569557, 48.812515924696925], [2.325871160903701, 48.812940652103286], [2.32585873171316, 48.81305930088946], [2.325844465464789, 48.81321481447652], [2.325783523939167, 48.813925886849894], [2.32574952065113, 48.814343910352825], [2.325702343028456, 48.81483291147357], [2.325663102178391, 48.81533994408088], [2.325604831124922, 48.81594940035856], [2.325495944060847, 48.817102697856754], [2.325492394190676, 48.817166534533015], [2.325479185992404, 48.81755589382537], [2.325448913668326, 48.817685234368454], [2.325434807441664, 48.817828157141506], [2.325469135686976, 48.81833290521584], [2.325507619820351, 48.818832280702665], [2.325527853210648, 48.81937382424185], [2.32552690169426, 48.81965802382456], [2.325530872134257, 48.8197722675265], [2.325528696989741, 48.81978301084577]], [[2.326724696903164, 48.80948370914729], [2.326905589249791, 48.80971137414815], [2.327026219458697, 48.80986045253926], [2.327113272973293, 48.809973366975214], [2.327124623535159, 48.81004358274658], [2.327119575306368, 48.81011820460239], [2.327091484073044, 48.81018460110106], [2.327001198755068, 48.81021647115889], [2.326908284101164, 48.8102411310386], [2.326810976149017, 48.810500506910124], [2.326734417766265, 48.81073481646372], [2.326467126580136, 48.81150318869821], [2.326305217333243, 48.812019426084355], [2.326285225087307, 48.81209126408638], [2.326154129164973, 48.81254111910373], [2.326035739208009, 48.81295596976351], [2.326023288936791, 48.81307641801781], [2.326009021832422, 48.813231931616976], [2.325948059800845, 48.81394480261924], [2.325915407430112, 48.814363733422596], [2.325866904658484, 48.81485002881424], [2.32582761844987, 48.81536065855425], [2.325769396398491, 48.81596651693733], [2.325660500974675, 48.817120714755504], [2.325660222909207, 48.81714229813899], [2.325681013838618, 48.817535447045884], [2.325658749964637, 48.81767742355307], [2.325644527444845, 48.8178293399463], [2.325665342741052, 48.818220689390614], [2.325682086973495, 48.818821572368726], [2.325717467182245, 48.81935061038327], [2.325723626609016, 48.81961146618817], [2.32572879674698, 48.81973830854729]]], ""type"": ""MultiLineString""}";1_2013
D906;9;16285;15550;31835;16843;16110;32953;1025;09:00;994;18:00;1054;07:00;979;18:00;Malakoff;Clamart;Malakoff;Paris;MONTROUGE;31835 (11);TOURNANT;TRIENNALE;2011;SEPTEMBRE;TUBES;1720.9643;48.8178469915,2.30807902056;"{""coordinates"": [[[2.300757126709615, 48.812011237918874], [2.30155626246908, 48.812841549833884], [2.301666438976218, 48.81295281933999], [2.302211184677398, 48.81345965881244], [2.302496498527582, 48.81371315292542], [2.303013734098838, 48.81413978197132], [2.303232158950378, 48.814303844632846], [2.303628159131885, 48.814631731100185], [2.303938128672543, 48.814875471839], [2.304400347929123, 48.81524241469207], [2.30468089368301, 48.8154464088185], [2.305072352682781, 48.815707708791244], [2.305813208732157, 48.816219267543744], [2.305868551092303, 48.81625646390562], [2.306384096248725, 48.81660931762076], [2.307134164256859, 48.81714700319224], [2.307569679265589, 48.81747690263241], [2.307856987343547, 48.81768632467394], [2.308488413997361, 48.81813517482598], [2.308721733590936, 48.81830830616495], [2.309182845139838, 48.818660832241015], [2.309653567188136, 48.81900801629116], [2.310225246810242, 48.819445718343694], [2.310760603489071, 48.81984993133696]], [[2.312253571037221, 48.82096746753753], [2.31152118373758, 48.820423623201705], [2.311304081992728, 48.820258684420686], [2.311122234786775, 48.82010564159744], [2.310956268673436, 48.81998776520514], [2.310826717394582, 48.81989707986589]], [[2.312253571037221, 48.82096746753753], [2.312323005169575, 48.820969666289464], [2.312402503157192, 48.8210348789323], [2.312656051201352, 48.82122520689612], [2.313446989313662, 48.82177207890891], [2.314181511955918, 48.82226016168045], [2.314205246197085, 48.82231965692715], [2.314086959275092, 48.82230368947326], [2.314031486527742, 48.82227548978143], [2.313769377795312, 48.82211389627984], [2.313571020764345, 48.82197245390227], [2.313511532896002, 48.82193883574604], [2.313367003865046, 48.82184716816824], [2.313225256587464, 48.821751019428255], [2.313060618641454, 48.82163495277151], [2.312863425949082, 48.821508805761844], [2.312725920967651, 48.82140098854077], [2.312600662162991, 48.821294141016196], [2.312475355906987, 48.8211908913226], [2.312374352031579, 48.82110396955972], [2.312280216632201, 48.821012590299354], [2.312253571037221, 48.82096746753753]]], ""type"": ""MultiLineString""}";9_2011
D986;85;5098;4388;9486;5448;4587;10035;423;09:00;468;18:00;359;09:00;347;19:00;Colombes;Asnières;Colombes;Nanterre;COLOMBES;9486 (14);TOURNANT;TRIENNALE;2014;JANVIER;TUBES;1887.6636;48.9242249707,2.26213046558;"{""coordinates"": [[[2.252639684727502, 48.92292594179043], [2.252712161355627, 48.92291560288443], [2.252795348033569, 48.92291971824089], [2.252868853698752, 48.922932766781805], [2.253142265540363, 48.92299472491248], [2.253449882911669, 48.923050600640494], [2.253609188463489, 48.92307587446133], [2.2537032922777, 48.92308005809551], [2.254029358121739, 48.9230865848562]], [[2.254029358121739, 48.9230865848562], [2.254708900823725, 48.92299638603599], [2.254816907550245, 48.92298266934596], [2.254949539861814, 48.92296460886552], [2.255363890338335, 48.92290513237332], [2.255526620939366, 48.922881861690705], [2.255687857083601, 48.92286757535357], [2.25579559326407, 48.922872741096974], [2.25586499384394, 48.92288666143393], [2.256257872525682, 48.922992521212265], [2.256396325690133, 48.92304464102766], [2.256481727946698, 48.92308474044082], [2.25686758552565, 48.923300269619766], [2.25708305030328, 48.923406824656496], [2.257154937046971, 48.923437846666616], [2.257224184022377, 48.92346255717982], [2.257304552014218, 48.92347294822572], [2.257431342223879, 48.923481827206665], [2.257566602833863, 48.92347097441727], [2.257986463454119, 48.92340792577136], [2.258221953045092, 48.92335452641176], [2.258364317186335, 48.92332393220992]], [[2.252516154645714, 48.923165286615074], [2.253273438157758, 48.923173605504964], [2.25350403731401, 48.923175941828646], [2.253721235782172, 48.92316110714279], [2.254029358121739, 48.9230865848562]], [[2.258364317186335, 48.92332393220992], [2.258442520663928, 48.92329473878614], [2.258587382009633, 48.923280347475114], [2.258742917889119, 48.9232831083939], [2.258969014110611, 48.92331418344395], [2.259193349567499, 48.92337312603718], [2.259307577717732, 48.92340171108386], [2.259390572859061, 48.92341931132584], [2.259478873610778, 48.92344773490663], [2.259590307695335, 48.923480798372424], [2.259681325943525, 48.92351013859495], [2.259780274048163, 48.92355751455151], [2.259958288845981, 48.9237069995691], [2.260024501386491, 48.923753272873164], [2.260133881008546, 48.92383488566222]], [[2.258364317186335, 48.92332393220992], [2.258443333918374, 48.92333341442946], [2.25858671629614, 48.9233271066932], [2.258720316071962, 48.92333692651619], [2.258940890199467, 48.92337246454782], [2.258961270203218, 48.923378885581684], [2.259394943395915, 48.92349577909792], [2.259437040245175, 48.92351042825895], [2.25949824172927, 48.92352519481585], [2.259594705148551, 48.923555468541444], [2.259642196761312, 48.92357464716402], [2.259697926605884, 48.92359027957968], [2.259735763607825, 48.9236165934774], [2.259852997903351, 48.92372163696089], [2.259943632669589, 48.923777953583084], [2.260133881008546, 48.92383488566222]], [[2.260133881008546, 48.92383488566222], [2.260457898769848, 48.92388994498685], [2.260644566754854, 48.92391088173327], [2.261171998353286, 48.92396089869515], [2.261499117294865, 48.923989894330674], [2.262345559578439, 48.92406345535675], [2.262770688279173, 48.92411013794265], [2.263145097522705, 48.92417269421599], [2.263614700226964, 48.92425921615485], [2.264195755533272, 48.92437789682786], [2.26449535773978, 48.92442290243697], [2.264547072708883, 48.92443311266318], [2.266388754025227, 48.92477264834616], [2.266509899575335, 48.9247949731292], [2.266663708666197, 48.92482379294193], [2.267673720600198, 48.925009830620134], [2.267948588469725, 48.92506726689908], [2.268059993637467, 48.92510302081515], [2.268201358442731, 48.92514345350182], [2.268333068364025, 48.925191021143426], [2.268736479611815, 48.925327480402416], [2.269263542603972, 48.92550246216104], [2.270165621649894, 48.925795737163654], [2.27051201547097, 48.92591115867851], [2.270730651691153, 48.92598892938219], [2.272147598612582, 48.92645349124817], [2.272716813545074, 48.92664130406669], [2.273194888352439, 48.92680787787663], [2.273308917096215, 48.926851735387025]]], ""type"": ""MultiLineString""}";85_2014
D1;168;11407;14668;26075;13166;17014;30180;621;09:00;911;18:00;1092;09:00;1100;19:00;Levallois-Perret;Clichy;Levallois-Perret;Neuilly-sur-Seine;LEVALLOIS PERRET;26075 (14);SITER;ANNUELLE;2014;365J;BOUCLES;1694.3644;48.9012025858,2.28456084196;"{""coordinates"": [[[2.279416277216686, 48.899163721295416], [2.280434685068411, 48.89949899711869], [2.280556893399287, 48.899539301764094], [2.281176186422048, 48.89973637427236], [2.282185230705575, 48.90005988735132], [2.282216615094984, 48.90005917647142], [2.282436709807365, 48.900123447639444], [2.283271576551952, 48.900417129120285], [2.28441988758695, 48.900832287636305], [2.28473970141701, 48.900986183677865], [2.2849781944989, 48.901101821683476], [2.285234199194932, 48.9012337513802], [2.285582340946908, 48.90141119543294], [2.285667729640645, 48.90145127513258], [2.285953376490239, 48.90161035986608], [2.286079106779646, 48.90169294724569], [2.286178896709296, 48.90177717863911], [2.286325711476496, 48.90191385099464], [2.286510647141039, 48.9020561463688]], [[2.279378617088527, 48.89922374994356], [2.279975941349232, 48.8994305895392], [2.280577114833565, 48.89965543581692], [2.280902936367228, 48.89976800906801], [2.281347943695367, 48.899942451208496], [2.281825452663966, 48.90013417266474], [2.282010034793406, 48.90020182947106], [2.283138231783273, 48.900590799295784], [2.283840144523299, 48.90083242005975], [2.284300161376109, 48.901007839728756], [2.284878991303444, 48.90127299974246], [2.285030733918598, 48.9013485488774], [2.285105259960804, 48.90138496691682], [2.285654015745512, 48.90165533943727], [2.286186717467804, 48.90190313096242], [2.286265227314003, 48.9019476651266], [2.286356036497583, 48.90199047410032], [2.286510647141039, 48.9020561463688]], [[2.286510647141039, 48.9020561463688], [2.286677447510258, 48.90212818656828], [2.287962841441797, 48.90269880929342], [2.288591992830534, 48.90297773977861]], [[2.288591992830534, 48.90297773977861], [2.288675581514495, 48.903050182038506], [2.288759291420458, 48.90311363166452], [2.28880517748024, 48.90314987666171], [2.288958738441321, 48.90329288075411], [2.289078764295342, 48.903394316426954], [2.289242341518023, 48.90350320555455], [2.289408928994002, 48.903591428387394], [2.289556789301178, 48.9036525599794], [2.289764497594173, 48.903726636779055], [2.289907184974536, 48.90376705227815], [2.290097589918553, 48.90380954965289], [2.29025813294735, 48.903841077875406], [2.290538321214984, 48.90390209290872], [2.290799254117865, 48.903974684475905]], [[2.289515998620241, 48.903342952546936], [2.289357091745922, 48.90329164717138], [2.28918750578235, 48.903223191945244], [2.288878418543753, 48.90308106334013], [2.288719513141803, 48.90302975798203], [2.288685607943697, 48.90301516822817], [2.288640841430859, 48.90299691583817], [2.288591992830534, 48.90297773977861]]], ""type"": ""MultiLineString""}";168_2014
D986;169;8571;0;8571;10008;0;10008;841;09:00;815;18:00;0;;0;;Colombes;Nanterre;Nanterre;Colombes;NANTERRE;8571 (14);TOURNANT;TRIENNALE;2014;MARS;TUBES;347.1139;48.9094872179,2.21498619035;"{""coordinates"": [[2.216454553083107, 48.90918164757885], [2.216366997171408, 48.90928809394025], [2.21562723628786, 48.90985072469072], [2.215494095159536, 48.909903812369755], [2.215355468607439, 48.90995866210214], [2.215281312601207, 48.90999055195642], [2.215049145994299, 48.910096049667715], [2.21451245657309, 48.909496281976665], [2.214118950154612, 48.909082710573415], [2.213877293494505, 48.90882301903601], [2.213633786881026, 48.90859569057389], [2.213631587779482, 48.908560602195635]], ""type"": ""LineString""}";169_2014
D991;190;0;4833;4833;0;5276;5276;0;;0;;398;09:00;600;19:00;Paris;Province;Province;Paris;NANTERRE;4833 (13);TOURNANT;TRIENNALE;2013;JUIN;;400.1953;48.8873833714,2.19921260159;"{""coordinates"": [[2.196572757575799, 48.88784186914895], [2.196609937193252, 48.88781873577462], [2.198000892098804, 48.887559157608386], [2.199621460452566, 48.88726602385346], [2.199666611092545, 48.88725643329358], [2.199955012283182, 48.88721429283499], [2.20034697715692, 48.887177339967415], [2.20070450719681, 48.887162639277264], [2.20107710578982, 48.887143541740535], [2.201860757715569, 48.88708761291002], [2.201870495515138, 48.887075087808576]], ""type"": ""LineString""}";190_2013
D2;200;10985;6144;17129;11943;6726;18669;1192;08:00;1049;19:00;587;09:00;616;18:00;Châtenay-Malabry;Issy les Moulineaux;Issy les Moulineaux;Châtenay-Malabry;LE PLESSIS ROBINSON;17129 (13);TOURNANT;TRIENNALE;2013;NOVEMBRE;TUBES;796.504;48.7848450267,2.25327395562;"{""coordinates"": [[[2.25327740175785, 48.78338465111936], [2.253234431340181, 48.78334390825106], [2.253189436054939, 48.78287413004656], [2.253125367936764, 48.782595809062144], [2.253056038105798, 48.782304862919034], [2.253126611027849, 48.78231879494994], [2.253197493036274, 48.78231114365415], [2.253223037526507, 48.78242822788072], [2.253243971350669, 48.78258215906118], [2.253281198613594, 48.78273889150041], [2.253295945487442, 48.782849611864634], [2.25332556093537, 48.7833480755381], [2.25327740175785, 48.78338465111936]], [[2.252943919779472, 48.788234925296905], [2.253058740831446, 48.78772567434111], [2.253204382504413, 48.78706011705626], [2.253344060393654, 48.78643049837217], [2.253423537997992, 48.786012765308314], [2.253461081636921, 48.78557678258605], [2.253474371385978, 48.785123559084084], [2.253438548259588, 48.784773461369554], [2.253426289434306, 48.78467894551222], [2.253403555957042, 48.78455558329333], [2.253402375708932, 48.78454298383079], [2.253371040816643, 48.78435480983922], [2.253353673327464, 48.78423687767768], [2.253336152094353, 48.784129737605824], [2.253320341893484, 48.7839029843699], [2.253306780897609, 48.78361418612795], [2.253281863304592, 48.78354837343852], [2.25327740175785, 48.78338465111936]]], ""type"": ""MultiLineString""}";200_2013
